200, 46.6, 24.65,2.2120622568093387
400, 396.3, 214.1,23.431818181818183
600, 1629.8, 899.8,82.1
800, 4841.8, 2493.1,210.8
1000, 11018.7, 5242.6,401.8
1200, 20504, 9394.8,711.0909090909091
1400, 31836.1, 15446.3,1229.909090909091
1600, 51883.1, 23486.7,1665.9
1800, 74282.3, 33898.8,2469.2
2000, 103137, 46989,3328.1
